categories,validation_pairs,mass,fit_error,delta,method,repetitions,noncoverage,median_slack,mean_slack,median_upper
2,2048,balanced,opposite_direction,0.0002299605781865966,pooled_grid,2000,0,0.028230383991282776,0.028181496802685602,0.005730383991282777
2,2048,balanced,opposite_direction,0.0002299605781865966,pooled_mixture,2000,0,0.027759308375023755,0.027737135215997476,0.005259308375023756
2,2048,one_heavy,exact,0.05,rectangle,2000,0,0.0030564128904313273,0.003109224894471016,0.0030564128904313273
2,2048,one_heavy,exact,0.05,split_original,2000,0,0.0030909461331946634,0.00315052285361295,0.0030909461331946634
2,2048,one_heavy,exact,0.05,split_balanced,2000,0,0.0031220279760903876,0.0031652229949262535,0.0031220279760903876
2,2048,one_heavy,exact,0.05,pooled_fixed,2000,0,0.003376362841091287,0.0034226068152798587,0.003376362841091287
2,2048,one_heavy,exact,0.05,pooled_grid,2000,0,0.0036142764548884906,0.0036802437948534636,0.0036142764548884906
2,2048,one_heavy,exact,0.05,pooled_mixture,2000,0,0.0035304240455225804,0.0035804918389985684,0.0035304240455225804
2,2048,one_heavy,exact,0.0002299605781865966,rectangle,2000,0,0.005936791705587351,0.006006533641880024,0.005936791705587351
2,2048,one_heavy,exact,0.0002299605781865966,split_original,2000,0,0.005529129228594172,0.005601010406293685,0.005529129228594172
2,2048,one_heavy,exact,0.0002299605781865966,split_balanced,2000,0,0.00557833309349928,0.005622241245608369,0.00557833309349928
2,2048,one_heavy,exact,0.0002299605781865966,pooled_fixed,2000,0,0.005954899541073647,0.006014661749702348,0.005954899541073647
2,2048,one_heavy,exact,0.0002299605781865966,pooled_grid,2000,0,0.006015107055532695,0.006086687535869618,0.006015107055532695
2,2048,one_heavy,exact,0.0002299605781865966,pooled_mixture,2000,0,0.005959530244589764,0.006024942964500191,0.005959530244589764
2,2048,one_heavy,same_direction,0.05,rectangle,2000,0,0.00733797709904604,0.007385837273451891,0.00983797709904604
2,2048,one_heavy,same_direction,0.05,split_original,2000,0,0.006565200482302046,0.0065892704814534,0.009065200482302046
2,2048,one_heavy,same_direction,0.05,split_balanced,2000,0,0.006510077666845961,0.006594748759216237,0.009010077666845962
2,2048,one_heavy,same_direction,0.05,pooled_fixed,2000,0,0.008372099759046629,0.00851440137583702,0.010872099759046629
2,2048,one_heavy,same_direction,0.05,pooled_grid,2000,0,0.008026920774396588,0.008104071262585492,0.010526920774396589
2,2048,one_heavy,same_direction,0.05,pooled_mixture,2000,0,0.007622402124221423,0.007684504015483134,0.010122402124221424
